site,link,date,year,rep,elev_m,bench,transect,meter_on_rock,myt_type,myt_present,near_lowerlimit,zone,year_zone,top_spp,bottom_spp,notes,n_layers,layer,species
Davenport,Davenport_4,5/10/2015,2015,4,0.764444444,1,4,0.5,bed,1,1,expansion,2015_expansion,pollicipes,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.760333333,1,4,0.51,bed,1,1,expansion,2015_expansion,pollicipes,phragmatopoma,,2,layer1,pollicipes
Davenport,Davenport_4,5/10/2015,2015,4,0.760333333,1,4,0.51,bed,1,1,expansion,2015_expansion,pollicipes,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.756222222,1,4,0.52,bed,1,1,expansion,2015_expansion,pollicipes,phragmatopoma,,2,layer1,pollicipes
Davenport,Davenport_4,5/10/2015,2015,4,0.756222222,1,4,0.52,bed,1,1,expansion,2015_expansion,pollicipes,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.752111111,1,4,0.53,bed,1,1,expansion,2015_expansion,pollicipes,phragmatopoma,,2,layer1,pollicipes
Davenport,Davenport_4,5/10/2015,2015,4,0.752111111,1,4,0.53,bed,1,1,expansion,2015_expansion,pollicipes,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.748,1,4,0.54,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_4,5/10/2015,2015,4,0.748,1,4,0.54,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.743888889,1,4,0.55,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_4,5/10/2015,2015,4,0.743888889,1,4,0.55,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.739777778,1,4,0.56,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_4,5/10/2015,2015,4,0.739777778,1,4,0.56,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.735666667,1,4,0.57,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_4,5/10/2015,2015,4,0.735666667,1,4,0.57,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.731555556,1,4,0.58,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_4,5/10/2015,2015,4,0.731555556,1,4,0.58,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.727444444,1,4,0.59,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_4,5/10/2015,2015,4,0.727444444,1,4,0.59,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.723333333,1,4,0.6,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_4,5/10/2015,2015,4,0.723333333,1,4,0.6,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.719222222,1,4,0.61,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_4,5/10/2015,2015,4,0.719222222,1,4,0.61,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.715111111,1,4,0.62,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_4,5/10/2015,2015,4,0.715111111,1,4,0.62,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.711,1,4,0.63,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_4,5/10/2015,2015,4,0.711,1,4,0.63,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.706888889,1,4,0.64,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_4,5/10/2015,2015,4,0.706888889,1,4,0.64,bed,1,1,expansion,2015_expansion,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.702777778,1,4,0.65,,0,1,zone2,2015_zone2,A_xanthogrammica,phragmatopoma,,2,layer1,A_xanthogrammica
Davenport,Davenport_4,5/10/2015,2015,4,0.702777778,1,4,0.65,,0,1,zone2,2015_zone2,A_xanthogrammica,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.698666667,1,4,0.66,,0,1,zone2,2015_zone2,articulated_coraline,phragmatopoma,,2,layer1,articulated_coraline
Davenport,Davenport_4,5/10/2015,2015,4,0.698666667,1,4,0.66,,0,1,zone2,2015_zone2,articulated_coraline,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.694555556,1,4,0.67,,0,1,zone2,2015_zone2,articulated_coraline,phragmatopoma,,2,layer1,articulated_coraline
Davenport,Davenport_4,5/10/2015,2015,4,0.694555556,1,4,0.67,,0,1,zone2,2015_zone2,articulated_coraline,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.690444444,1,4,0.68,,0,1,zone2,2015_zone2,articulated_coraline,phragmatopoma,,2,layer1,articulated_coraline
Davenport,Davenport_4,5/10/2015,2015,4,0.690444444,1,4,0.68,,0,1,zone2,2015_zone2,articulated_coraline,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.686333333,1,4,0.69,,0,1,zone2,2015_zone2,tetraclita,phragmatopoma,,2,layer1,tetraclita
Davenport,Davenport_4,5/10/2015,2015,4,0.686333333,1,4,0.69,,0,1,zone2,2015_zone2,tetraclita,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.682222222,1,4,0.7,,0,1,zone2,2015_zone2,tetraclita,phragmatopoma,,2,layer1,tetraclita
Davenport,Davenport_4,5/10/2015,2015,4,0.682222222,1,4,0.7,,0,1,zone2,2015_zone2,tetraclita,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.678111111,1,4,0.71,,0,1,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer1,pollicipes
Davenport,Davenport_4,5/10/2015,2015,4,0.678111111,1,4,0.71,,0,1,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.674,1,4,0.72,,0,1,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer1,pollicipes
Davenport,Davenport_4,5/10/2015,2015,4,0.674,1,4,0.72,,0,1,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.669888889,1,4,0.73,,0,1,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer1,pollicipes
Davenport,Davenport_4,5/10/2015,2015,4,0.669888889,1,4,0.73,,0,1,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.665777778,1,4,0.74,,0,1,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer1,pollicipes
Davenport,Davenport_4,5/10/2015,2015,4,0.665777778,1,4,0.74,,0,1,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.661666667,1,4,0.75,,0,1,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer1,pollicipes
Davenport,Davenport_4,5/10/2015,2015,4,0.661666667,1,4,0.75,,0,1,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.657555556,1,4,0.76,patch,1,1,zone2,2015_zone2,mytilus,phragmatopoma,,3,layer1,mytilus
Davenport,Davenport_4,5/10/2015,2015,4,0.657555556,1,4,0.76,patch,1,1,zone2,2015_zone2,mytilus,phragmatopoma,,3,layer2,articulated_coraline
Davenport,Davenport_4,5/10/2015,2015,4,0.657555556,1,4,0.76,patch,1,1,zone2,2015_zone2,mytilus,phragmatopoma,,3,layer3,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.653444444,1,4,0.77,,0,1,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer1,pollicipes
Davenport,Davenport_4,5/10/2015,2015,4,0.653444444,1,4,0.77,,0,1,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.649333333,1,4,0.78,,0,1,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer1,pollicipes
Davenport,Davenport_4,5/10/2015,2015,4,0.649333333,1,4,0.78,,0,1,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.645222222,1,4,0.79,,0,1,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_4,5/10/2015,2015,4,0.645222222,1,4,0.79,,0,1,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.641111111,1,4,0.8,,0,1,zone2,2015_zone2,articulated_coraline,phragmatopoma,,2,layer1,articulated_coraline
Davenport,Davenport_4,5/10/2015,2015,4,0.641111111,1,4,0.8,,0,1,zone2,2015_zone2,articulated_coraline,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.637,1,4,0.81,,0,1,zone2,2015_zone2,phragmatopoma,phragmatopoma,,1,layer1,phragmatopoma
Davenport,Davenport_4,5/10/2015,2015,4,0.632888889,1,4,0.82,,0,1,zone2,2015_zone2,rock,rock,,1,layer1,rock
Davenport,Davenport_4,5/10/2015,2015,4,0.628777778,1,4,0.83,,0,1,zone2,2015_zone2,rock,rock,,1,layer1,rock
Davenport,Davenport_4,5/10/2015,2015,4,0.624666667,1,4,0.84,,0,1,zone2,2015_zone2,rock,rock,,1,layer1,rock
Davenport,Davenport_4,5/10/2015,2015,4,0.620555556,1,4,0.85,,0,1,zone2,2015_zone2,articulated_coraline,articulated_coraline,,1,layer1,articulated_coraline
Davenport,Davenport_4,5/10/2015,2015,4,0.616444444,1,4,0.86,,0,1,zone2,2015_zone2,articulated_coraline,articulated_coraline,,1,layer1,articulated_coraline
Davenport,Davenport_4,5/10/2015,2015,4,0.612333333,1,4,0.87,,0,1,zone2,2015_zone2,balanus,balanus,,1,layer1,balanus
Davenport,Davenport_4,5/10/2015,2015,4,0.608222222,1,4,0.88,patch,1,1,zone2,2015_zone2,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_4,5/10/2015,2015,4,0.604111111,1,4,0.89,patch,1,1,zone2,2015_zone2,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_4,5/10/2015,2015,4,0.6,1,4,0.9,patch,1,0,zone3,2015_zone3,mytilus,mytilus,undercut,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.39,1,5,0,bed,1,0,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.37,1,5,0.02,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.36,1,5,0.03,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.35,1,5,0.04,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.34,1,5,0.05,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.33,1,5,0.06,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.32,1,5,0.07,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.31,1,5,0.08,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.3,1,5,0.09,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.29,1,5,0.1,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.28,1,5,0.11,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.27,1,5,0.12,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.26,1,5,0.13,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.25,1,5,0.14,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.24,1,5,0.15,bed,1,1,bed,2015_bed,pollicipes,pollicipes,,1,layer1,pollicipes
Davenport,Davenport_5,5/10/2015,2015,5,1.23,1,5,0.16,bed,1,1,bed,2015_bed,pollicipes,pollicipes,,1,layer1,pollicipes
Davenport,Davenport_5,5/10/2015,2015,5,1.22,1,5,0.17,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.21,1,5,0.18,,0,1,bed,2015_bed,rock,rock,,1,layer1,rock
Davenport,Davenport_5,5/10/2015,2015,5,1.2,1,5,0.19,,0,1,bed,2015_bed,rock,rock,,1,layer1,rock
Davenport,Davenport_5,5/10/2015,2015,5,1.19,1,5,0.2,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.18,1,5,0.21,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.17,1,5,0.22,,0,1,bed,2015_bed,mastocarpus_sporophyte,mastocarpus_sporophyte,,1,layer1,mastocarpus_sporophyte
Davenport,Davenport_5,5/10/2015,2015,5,1.16,1,5,0.23,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.15,1,5,0.24,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.14,1,5,0.25,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.13,1,5,0.26,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.12,1,5,0.27,bed,1,1,bed,2015_bed,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.11,1,5,0.28,,0,1,contraction,2015_contraction,pollicipes,pollicipes,,1,layer1,pollicipes
Davenport,Davenport_5,5/10/2015,2015,5,1.1,1,5,0.29,,0,1,contraction,2015_contraction,pollicipes,pollicipes,,1,layer1,pollicipes
Davenport,Davenport_5,5/10/2015,2015,5,1.09,1,5,0.3,,0,1,contraction,2015_contraction,pollicipes,pollicipes,,1,layer1,pollicipes
Davenport,Davenport_5,5/10/2015,2015,5,1.08,1,5,0.31,,0,1,contraction,2015_contraction,pollicipes,pollicipes,,1,layer1,pollicipes
Davenport,Davenport_5,5/10/2015,2015,5,1.07,1,5,0.32,,0,1,contraction,2015_contraction,pollicipes,pollicipes,,1,layer1,pollicipes
Davenport,Davenport_5,5/10/2015,2015,5,1.06,1,5,0.33,,0,1,contraction,2015_contraction,pollicipes,pollicipes,,1,layer1,pollicipes
Davenport,Davenport_5,5/10/2015,2015,5,1.05,1,5,0.34,,0,1,contraction,2015_contraction,pollicipes,pollicipes,,1,layer1,pollicipes
Davenport,Davenport_5,5/10/2015,2015,5,1.04,1,5,0.35,,0,1,contraction,2015_contraction,pollicipes,pollicipes,,1,layer1,pollicipes
Davenport,Davenport_5,5/10/2015,2015,5,1.03,1,5,0.36,patch,1,1,contraction,2015_contraction,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.02,1,5,0.37,patch,1,1,contraction,2015_contraction,mytilus,mytilus,,1,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,1.01,1,5,0.38,,0,1,contraction,2015_contraction,phragmatopoma,phragmatopoma,,1,layer1,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,1,1,5,0.39,,0,1,contraction,2015_contraction,phragmatopoma,phragmatopoma,,1,layer1,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.99,1,5,0.4,,0,1,zone2,2015_zone2,crustose_coraline,phragmatopoma,,2,layer1,crustose_coraline
Davenport,Davenport_5,5/10/2015,2015,5,0.99,1,5,0.4,,0,1,zone2,2015_zone2,crustose_coraline,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.98,1,5,0.41,,0,1,zone2,2015_zone2,phragmatopoma,phragmatopoma,,1,layer1,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.97,1,5,0.42,,0,1,zone2,2015_zone2,rock,rock,,1,layer1,rock
Davenport,Davenport_5,5/10/2015,2015,5,0.96,1,5,0.43,,0,1,zone2,2015_zone2,mastocarpus_sporophyte,mastocarpus_sporophyte,,1,layer1,mastocarpus_sporophyte
Davenport,Davenport_5,5/10/2015,2015,5,0.95,1,5,0.44,,0,1,zone2,2015_zone2,phragmatopoma,phragmatopoma,,1,layer1,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.94,1,5,0.45,,0,1,zone2,2015_zone2,phragmatopoma,phragmatopoma,,1,layer1,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.93,1,5,0.46,,0,1,zone2,2015_zone2,phragmatopoma,phragmatopoma,,1,layer1,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.92,1,5,0.47,,0,1,zone2,2015_zone2,crustose_coraline,phragmatopoma,,2,layer1,crustose_coraline
Davenport,Davenport_5,5/10/2015,2015,5,0.92,1,5,0.47,,0,1,zone2,2015_zone2,crustose_coraline,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.91,1,5,0.48,patch,1,1,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,0.91,1,5,0.48,patch,1,1,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.9,1,5,0.49,patch,1,1,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,0.9,1,5,0.49,patch,1,1,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.89,1,5,0.5,patch,1,1,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,0.89,1,5,0.5,patch,1,1,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.88,1,5,0.51,patch,1,1,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,0.88,1,5,0.51,patch,1,1,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.87,1,5,0.52,patch,1,1,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,0.87,1,5,0.52,patch,1,1,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.86,1,5,0.53,patch,1,0,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,0.86,1,5,0.53,patch,1,0,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.85,1,5,0.54,,0,0,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer1,pollicipes
Davenport,Davenport_5,5/10/2015,2015,5,0.85,1,5,0.54,,0,0,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.84,1,5,0.55,,0,0,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer1,pollicipes
Davenport,Davenport_5,5/10/2015,2015,5,0.84,1,5,0.55,,0,0,zone2,2015_zone2,pollicipes,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.83,1,5,0.56,patch,1,0,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,0.83,1,5,0.56,patch,1,0,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.82,1,5,0.57,patch,1,0,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer1,mytilus
Davenport,Davenport_5,5/10/2015,2015,5,0.82,1,5,0.57,patch,1,0,zone2,2015_zone2,mytilus,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.81,1,5,0.58,,0,0,zone2,2015_zone2,articulated_coraline,phragmatopoma,,2,layer1,articulated_coraline
Davenport,Davenport_5,5/10/2015,2015,5,0.81,1,5,0.58,,0,0,zone2,2015_zone2,articulated_coraline,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.8,1,5,0.59,,0,0,zone2,2015_zone2,articulated_coraline,phragmatopoma,,2,layer1,articulated_coraline
Davenport,Davenport_5,5/10/2015,2015,5,0.8,1,5,0.59,,0,0,zone2,2015_zone2,articulated_coraline,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.79,1,5,0.6,,0,0,zone2,2015_zone2,articulated_coraline,phragmatopoma,,2,layer1,articulated_coraline
Davenport,Davenport_5,5/10/2015,2015,5,0.79,1,5,0.6,,0,0,zone2,2015_zone2,articulated_coraline,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.78,1,5,0.61,,0,0,zone2,2015_zone2,mastocarpus_jardinii,phragmatopoma,,2,layer1,mastocarpus_jardinii
Davenport,Davenport_5,5/10/2015,2015,5,0.78,1,5,0.61,,0,0,zone2,2015_zone2,mastocarpus_jardinii,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.74,1,5,0.65,,0,0,zone3,2015_zone3,mazzaella_flaccida,phragmatopoma,,2,layer1,mazzaella_flaccida
Davenport,Davenport_5,5/10/2015,2015,5,0.74,1,5,0.65,,0,0,zone3,2015_zone3,mazzaella_flaccida,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.69,1,5,0.7,,0,0,zone3,2015_zone3,mazzaella_flaccida,phragmatopoma,,3,layer1,mazzaella_flaccida
Davenport,Davenport_5,5/10/2015,2015,5,0.69,1,5,0.7,,0,0,zone3,2015_zone3,mazzaella_flaccida,phragmatopoma,,3,layer2,articulated_coraline
Davenport,Davenport_5,5/10/2015,2015,5,0.69,1,5,0.7,,0,0,zone3,2015_zone3,mazzaella_flaccida,phragmatopoma,,3,layer3,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.64,1,5,0.75,,0,0,zone3,2015_zone3,mazzaella_flaccida,phragmatopoma,,2,layer1,mazzaella_flaccida
Davenport,Davenport_5,5/10/2015,2015,5,0.64,1,5,0.75,,0,0,zone3,2015_zone3,mazzaella_flaccida,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.59,1,5,0.8,,0,0,zone3,2015_zone3,phragmatopoma,phragmatopoma,,1,layer1,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.54,1,5,0.85,,0,0,zone3,2015_zone3,phragmatopoma,phragmatopoma,,1,layer1,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.49,1,5,0.9,,0,0,zone3,2015_zone3,A_elegantissima,phragmatopoma,,2,layer1,A_elegantissima
Davenport,Davenport_5,5/10/2015,2015,5,0.49,1,5,0.9,,0,0,zone3,2015_zone3,A_elegantissima,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.44,1,5,0.95,,0,0,zone3,2015_zone3,mazzaella_flaccida,phragmatopoma,,3,layer1,mazzaella_flaccida
Davenport,Davenport_5,5/10/2015,2015,5,0.44,1,5,0.95,,0,0,zone3,2015_zone3,mazzaella_flaccida,phragmatopoma,,3,layer2,pollicipes
Davenport,Davenport_5,5/10/2015,2015,5,0.44,1,5,0.95,,0,0,zone3,2015_zone3,mazzaella_flaccida,phragmatopoma,,3,layer3,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.39,1,5,1,,0,0,zone3,2015_zone3,articulated_coraline,phragmatopoma,,3,layer1,articulated_coraline
Davenport,Davenport_5,5/10/2015,2015,5,0.39,1,5,1,,0,0,zone3,2015_zone3,articulated_coraline,phragmatopoma,,3,layer2,A_elegantissima
Davenport,Davenport_5,5/10/2015,2015,5,0.39,1,5,1,,0,0,zone3,2015_zone3,articulated_coraline,phragmatopoma,,3,layer3,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.34,1,5,1.05,,0,0,zone3,2015_zone3,phragmatopoma,phragmatopoma,,1,layer1,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.29,1,5,1.1,,0,0,zone3,2015_zone3,microcladia_borealis,phragmatopoma,,2,layer1,microcladia_borealis
Davenport,Davenport_5,5/10/2015,2015,5,0.29,1,5,1.1,,0,0,zone3,2015_zone3,microcladia_borealis,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.24,1,5,1.15,,0,0,zone3,2015_zone3,crustose_coraline,phragmatopoma,,2,layer1,crustose_coraline
Davenport,Davenport_5,5/10/2015,2015,5,0.24,1,5,1.15,,0,0,zone3,2015_zone3,crustose_coraline,phragmatopoma,,2,layer2,phragmatopoma
Davenport,Davenport_5,5/10/2015,2015,5,0.19,1,5,1.2,,0,0,zone3,2015_zone3,A_xanthogrammica,A_xanthogrammica,,1,layer1,A_xanthogrammica
